pubmed_id,title,abstract,authors,journal,publication_date,doi,fulltext_link,pmcid,access,updated_title,pdf_file,suggested_tags,webscraped_date,status,keywords
40353875,Evidence of bioprosthetic valve dysfunction during three-year follow-up following TAVR.,"OBJECTIVE: Transcatheter aortic valve replacement (TAVR) has increased significantly in younger patients and patients at lower surgical risk. In this retrospective multicenter study, we aimed to assess for bioprosthetic valve dysfunction (BVD) during three-year follow-up (FU) and potential differences between self-expandable (SEV) and balloon-expandable valves (BEV) under real-world conditions.
METHODS: Endpoints were defined according to VARC-3 criteria, including VARC composite endpoints during three-year FU.
RESULTS: A total of 1233 patients with tricuspid aortic valve stenosis, who underwent TAVR with contemporary transcatheter heart valve (THV) devices from three different tertiary care centers were included. One-fifth of the study population showed BVD at three-year FU (BVD[-]: n = 957;77.6%; BVD[+]: n = 276;22.4%). Non-structural valve deterioration (NSVD) was the most represented category (8.5%) followed by structural valve deterioration (SVD, 5.3%). BVD was more common in association with BEV as compared with SEV (60.9% vs 39.1%; p < 0.001) owing to higher rates of SVD (13.5% vs 9.5%; p = 0.028) and NSVD (17.9% vs. 13.8%; p = 0.048). Subclinical leaflet thrombosis was only documented in BEV (1.7%, p < 0.001). At three years, all-cause mortality was higher in BVD+ patients (BVD[-] vs. BVD[+]: 13.2% vs. 22.5%; HR: 1.99; 95%-CI: 1.39-2.85; p < 0.001*) but did not differ between THV platform.
CONCLUSION: BVD after TAVR is common and associated with higher all-cause mortality. Despite a preponderance of BVD in association with balloon-expandable valves, mortality rates remain similar between THV platforms.
CLINICAL TRIAL REGISTRATION: NCT01805739.","['Verena Veulemans', 'Jacqueline Heermann', 'Rik Adrichem', 'Salome Hecht', 'Philipp C Seppelt', 'Thijmen W Hokken', 'Rutger-Jan Nuis', 'Mohamed Abdel-Wahab', 'Nicolas M van Mieghem', 'David Leistner', 'Marc M Vorpahl', 'Tobias Zeus']",Clinical research in cardiology : official journal of the German Cardiac Society,2025-05-12,10.1007/s00392-025-02630-7,https://doi.org/10.1007/s00392-025-02630-7,PMC10984572,Free,Evidence of bioprosthetic valve dysfunction during three year follow up following TAVR VEULEMANS 2025,pdfs\Evidence of bioprosthetic valve dysfunction during three year follow up following TAVR VEULEMANS 2025.pdf,"['aortic valve', 'Transcatheter aortic valve', 'surgical aortic valve', 'valve', 'aortic valve implantation', 'severe aortic valve', 'aortic valve stenosis', 'bioprosthetic aortic valves', 'aortic valve replacement', 'aortic']",2025-05-12,Pending,"['Bioprosthetic dysfunction', 'TAVI', 'TAVR']"
40353871,Predictive performance of the TRI-SCORE in patients with severe aortic stenosis and concomitant tricuspid regurgitation undergoing TAVR.,"BACKGROUND: Tricuspid regurgitation (TR) is a common comorbidity in patients with severe aortic stenosis (AS) undergoing transcatheter aortic valve replacement (TAVR) and represents a significant predictor of adverse outcomes. Precise risk stratification through clinical scoring systems is vital for tailoring treatment decisions in this patient population.
OBJECTIVES: To assess the applicability of the TRI-SCORE for predicting adverse outcomes in patients with AS and concomitant moderate-to-severe TR undergoing TAVR and to compare its performance with established surgical risk scores like the EuroSCORE II and Society of Thoracic Surgeons score (STS-Score).
METHODS: We conducted a retrospective analysis of 301 patients with severe AS and concomitant TR who underwent TAVR between 2013 and 2022 at the Heart Center Bonn. According to the TRI-SCORE, patients were stratified into a low or intermediate-risk group (TRI-SCORE 0-5) and a high-risk group (TRI-SCORE 6-12). The primary endpoint was 2-year all-cause mortality. Predictive values of the TRI-SCORE were compared to the EuroSCORE II and the STS-Score for both 30-day and 2-year mortality outcomes.
RESULTS: The 2-year mortality rate was significantly higher in the high-risk group compared to the low or intermediate-risk group (TRI-SCORE 6-12: 40.0% vs. TRI-SCORE 0-5: 17.9%; p < 0.001). For predicting 30-day mortality, the EuroSCORE II and the STS-Score demonstrated superior predictive values, with AUCs of 78.4% and 83.0%, respectively, in comparison to the TRI-SCORE, which showed an AUC of 70.0%. Conversely, the TRI-SCORE allowed a better risk prediction with regard to 2-year all-cause mortality, achieving an AUC of 69.7%, superior to the EuroSCORE II (60.6%) and the STS-Score (62.1%).
CONCLUSION: The TRI-SCORE is effective in predicting mid-term mortality in patients with AS and moderate-to-severe TR undergoing TAVR, demonstrating greater robustness than the EuroSCORE II and the STS-Score for this timeframe.","['Mustafa Mousa Basha', 'Baravan Al-Kassou', 'Christopher Gestrich', 'Marcel Weber', 'Thomas Beiert', 'Sebastian Zimmer', 'Farhad Bakhtiary', 'Georg Nickenig', 'Jasmin Shamekhi']",Clinical research in cardiology : official journal of the German Cardiac Society,2025-05-12,10.1007/s00392-025-02671-y,https://doi.org/10.1007/s00392-025-02671-y,PMC5698373,Free,Predictive performance of the TRI SCORE in patients with severe aortic stenosis and concomitant tricuspid regurgitation undergoing TAVR BASHA 2025,pdfs\Predictive performance of the TRI SCORE in patients with severe aortic stenosis and concomitant tricuspid regurgitation undergoing TAVR BASH.pdf,"['patients', 'patients undergoing TAVI', 'TAVI', 'TRV', 'transcatheter aortic valve', 'aortic valve', 'mortality', 'aortic valve implantation', 'all-cause mortality', 'undergoing TAVR']",2025-05-12,Pending,"['Aortic valve stenosis', 'EuroSCORE II', 'STS-Score', 'TRI-SCORE', 'Transcatheter aortic valve replacement', 'Tricuspid regurgitation']"
40352131,Early Changes in Left Ventricular Myocardial Mechanics After Transcatheter Aortic Valve Replacement for Severe Aortic Stenosis.,"BACKGROUND: Transcatheter aortic valve replacement (TAVR) improves left ventricular (LV) deformation by aortic stenosis (AS). However, the early effects of TAVR on LV mechanics as assessed by echocardiography have not been fully elucidated.
METHODS AND RESULTS: Between 2021 and 2024, we included 81 patients who underwent transfemoral TAVR for severe AS. We used the natural logarithm of B-type natriuretic peptide (lnBNP) 1 week after TAVR as an indicator of the early effects on LV mechanics. To determine the association with echocardiographic parameters (LV ejection fraction [LVEF], global longitudinal strain [GLS], E/e', and Tei index) and postprocedural lnBNP, we used regression models while adjusting for covariates. There were no significant differences in LVEF, GLS or E/e' between before and after TAVR, but the postprocedural Tei index was significantly higher than the preprocedural Tei index (0.40 vs. 0.26, P<0.01). In a univariate linear regression, the preprocedural LVEF (β=-0.28, P=0.01), GLS (β=-0.24, P=0.04), E/e' (β=0.36, P<0.01), and Tei index (β=0.27, P=0.02) correlated with postprocedural lnBNP. Regarding the postprocedural parameters, GLS (β=-0.27, P=0.02) and E/e' (β=0.36, P<0.01) also correlated with postprocedural lnBNP, but the LVEF and Tei index did not. After adjustment for covariates, these correlations remained significant.
CONCLUSIONS: Preprocedural echocardiographic parameters reflecting LV function correlated with BNP after TAVR, but the utility of postprocedural parameters may depend on preprocedural LV function or perioperative factors.","['Takeru Ikenaga', 'Yuta Kato', 'Yuto Kawahira', 'Midori Miyazaki', 'Tetsuo Hirata', 'Hiromitsu Teratani', 'Go Kuwahara', 'Makoto Sugihara', 'Hideichi Wada', 'Masahiro Ogawa', 'Shin-Ichiro Miura']",Circulation reports,2025-05-09,10.1253/circrep.CR-24-0139,https://doi.org/10.1253/circrep.CR-24-0139,PMC12061501,Free,Early Changes in Left Ventricular Myocardial Mechanics After Transcatheter Aortic Valve Replacement for Severe Aortic Stenosis IKENAGA 2025,pdfs\Early Changes in Left Ventricular Myocardial Mechanics After Transcatheter Aortic Valve Replacement for Severe Aortic Stenosis IKENAGA 2025..pdf,"['Tei index', 'Transcatheter Aortic Valve', 'TAVR', 'Aortic Valve Replacement', 'Tei', 'Transcatheter Aortic', 'Severe Aortic Stenosis', 'postprocedural Tei index', 'preprocedural Tei index', 'Aortic Valve']",2025-05-12,Pending,"['Aortic stenosis', 'Echocardiography', 'Tei index', 'Transcatheter aortic valve replacement']"
40351685,Age Differences in Aortic Stenosis.,"Aortic stenosis (AS) is a significant and growing concern, with a prevalence of 2-3% in individuals aged over 65 years. Moreover, with an aging global population, the prevalence is anticipated to double by 2050. Indeed, AS can arise from various etiologies, including calcific trileaflets, congenital valve abnormalities (e.g., bicuspid and unicuspid valves), and post-rheumatic, whereby each has a distinct influence that shapes the onset and progression of the disease. The normal aortic valve has a trilaminar structure comprising the fibrosa, spongiosa, and ventricularis, which work together to maintain its function. In calcific AS, the disease begins with early calcification starting in high mechanical stress areas of the valve and progresses slowly over decades, eventually leading to extensive calcification resulting in impaired valve function. This process involves mechanisms similar to atherosclerosis, including lipid deposition, chronic inflammation, and mineralization. The progression of calcific AS is strongly associated with aging, with additional risk factors including male gender, smoking, dyslipidemia, and metabolic syndrome exacerbating the condition. Conversely, congenital forms of AS, such as bicuspid and unicuspid aortic valves, result in an earlier disease onset, typically 10-20 years earlier than that observed in patients with a normal tricuspid aortic valve. Rheumatic AS, although less common in developed countries due to effective antibiotic treatments, also exhibits age-related characteristics, with an earlier onset in individuals who experienced rheumatic fever in their youth. The only curative therapies currently available are surgical and transcatheter aortic valve replacement (TAVR). However, these options are sometimes too invasive for older patients; thus, management of AS, particularly in older patients, requires a comprehensive approach that considers age, disease severity, comorbidities, frailty, and each patient's individual needs. Although the valves used in TAVR demonstrate promising midterm durability, long-term data are still required, especially when used in younger individuals, usually with low surgical risk. Moreover, understanding the causes and mechanisms of structural valve deterioration is crucial for appropriate treatment selections, including valve selection and pharmacological therapy, since this knowledge is essential for optimizing the lifelong management of AS.","['Tomoyo Hamana', 'Teruo Sekimoto', 'Aloke V Finn', 'Renu Virmani']",Reviews in cardiovascular medicine,2025-04-12,10.31083/RCM28185,https://doi.org/10.31083/RCM28185,PMC12059746,Free,Age Differences in Aortic Stenosis HAMANA 2025,pdfs\Age Differences in Aortic Stenosis HAMANA 2025.pdf,"['aortic valve', 'Aortic', 'normal aortic valve', 'valve', 'Aortic Stenosis', 'tricuspid aortic valve', 'aortic valve disease', 'normal tricuspid aortic', 'calcific aortic valve', 'aortic valve leaflets']",2025-05-12,Pending,"['aortic stenosis', 'bioprosthetic valve failure', 'calcific aortic valve disease']"
40349944,Explantation of Transcatheter Aortic Bioprostheses in a Very High-Risk Population.,"BACKGROUND: Transcatheter aortic valve replacement explantation is associated with excessive rates of mortality. We describe a high-risk cohort of patients who underwent surgical explant with excellent outcomes at our institution.
METHODS: This is a single center, retrospective analysis of all patients who underwent surgical removal of a transcatheter bioprosthesis between January 2015 and April 2023. Clinical and operative characteristics were reviewed by direct chart review and survival was estimated.
RESULTS: Thirty-three patients underwent device explantation. Mean age was 75 ± 5.9 years. STS-PROM was 7.34 at surgical explant. Eighteen patients (55%) had previous cardiac surgery, with 15 secondary and 3 tertiary sternotomoies. Fourteen patients had prior ViV TAVR. Indications for explantation were prosthetic valve degeneration (46%), endocarditis (33%), paravalvular leak (15%), and ventricular septal defect (6%). Median TAVR valve age was 815 days. Twenty-two patients required a concomitant operation including: mitral valve replacement (21%), aortic operation (9%), coronary bypass grafting (18%), myectomy (6%), and atrial or ventricular septal defect repair (12%). None required aortic root replacement. Mean hospital length of stay was 10 ± 8 days. Postoperative complications included new renal failure (6%), respiratory failure (12%), pacemaker implantation (3%), and reentry for bleeding (3%). No patient suffered a stroke. Thirty-day, 1-year, and 3-year mortality rates were 6%, 18.6%, and 38.4%.
CONCLUSIONS: Our study demonstrates that acceptable outcomes are attainable in a high-risk patient cohort undergoing TAVR explant. It is imperative to identify modifiable risk factors to achieve consistent outcomes as TAVR and device explant continues to rise.","['Sasha A Still', 'Rongbing Xie', 'Panos Vardas', 'Kyle W Eudailey', 'Clifton T Lewis', 'James E Davies']",The Annals of thoracic surgery,2025-05-09,10.1016/j.athoracsur.2025.04.025,https://doi.org/10.1016/j.athoracsur.2025.04.025,,Paid,Explantation of Transcatheter Aortic Bioprostheses in a Very High Risk Population STILL 2025,Not available,"['Transcatheter Aortic Bioprostheses', 'High-Risk Population', 'Aortic Bioprostheses', 'Transcatheter Aortic', 'Population', 'Transcatheter', 'Bioprostheses', 'Transcatheter aortic valve', 'patients', 'TAVR']",2025-05-12,Pending,[]
40348949,Risk factors and predictive models for post-operative moderate-to-severe mitral regurgitation following transcatheter aortic valve replacement: a machine learning approach.,"BACKGROUND: Post-operative moderate-to-severe mitral regurgitation (MR) following transcatheter aortic valve replacement (TAVR) is associated with poor outcomes, yet the factors contributing to this complication are not well understood. This study aimed to identify risk factors and develop predictive models for post-operative MR following TAVR using machine learning (ML) techniques to enhance early detection and intervention.
METHODS: We retrospectively analyzed data from patients who underwent TAVR at our center between August 2014 and August 2023. Patients were classified into post-operative and nonpost-operative MR groups based on postprocedural MR severity. Various ML models were evaluated for predictive performance using metrics such as accuracy, precision, recall, F1 score, and area under the receiver operating characteristic curve (AUC). Shapley Additive Explanation (SHAP) values were used to interpret predictive patterns and develop a clinically relevant model.
RESULTS: Among the evaluated models, the random forest model exhibited the highest predictive performance for post-operative moderate-to-severe MR after TAVR. Key predictors, which were confirmed by the SHAP analysis as important in the predictive framework, included echocardiographic parameters, blood test results, patient age, and body mass index.
CONCLUSIONS: ML models show promise in predicting post-operative moderate-to-severe MR after TAVR by integrating clinical indicators to enhance predictive accuracy.
CLINICAL TRIAL NUMBER: Not applicable.","['Zhenzhen Li', 'Jianing Fan', 'Jiajun Fan', 'Jiaxin Miao', 'Dawei Lin', 'Jingyan Zhao', 'Xiaochun Zhang', 'Wenzhi Pan', 'Daxin Zhou', 'Junbo Ge']",BMC cardiovascular disorders,2025-05-10,10.1186/s12872-025-04759-9,https://doi.org/10.1186/s12872-025-04759-9,PMC10403405,Free,Risk factors and predictive models for post operative moderate to severe mitral regurgitation following transcatheter aortic valve replacement a machine learning approach LI 2025,pdfs\Risk factors and predictive models for post operative moderate to severe mitral regurgitation following transcatheter aortic valve replaceme.pdf,"['aortic valve replacement', 'transcatheter aortic valve', 'aortic valve', 'valve replacement', 'aortic', 'Acute', 'transcatheter aortic', 'valve', 'TAVR Transcatheter aortic', 'patients']",2025-05-12,Pending,"['Aortic stenosis (AS)', 'Machine learning', 'Mitral regurgitation (MR)', 'Predictive model', 'Transcatheter aortic valve replacement (TAVR)']"
40348412,Outcomes of transcatheter aortic valve replacement in bicuspid versus tricuspid aortic stenosis with severe calcification.,"BACKGROUND: The comparative outcomes of transcatheter aortic valve replacement (TAVR) in bicuspid versus tricuspid aortic stenosis (AS) with severe calcification remain unclear. This study aimed to compare the safety and efficacy of TAVR in these patient groups.
METHODS: Using data from the Chinese Cardiovascular Association Database-National Transcatheter Valve Therapeutics Registry, we analysed 870 propensity score matched pairs of patients with severe calcification (≥470 mm³) undergoing TAVR between April 2014 and August 2023. Primary outcome was all-cause mortality at 1 year.
RESULTS: No significant differences were observed in technical success (95.1% vs 94.7%), procedural complications or in-hospital outcomes. All-cause mortality at 1 year was similar between bicuspid and tricuspid AS (4.3% vs 5.3%, HR 0.87; log-rank p=0.62). The incidence of stroke (1.5% vs 1.4%), cardiovascular hospitalisation (1.4% vs 1.7%) and moderate-to-severe paravalvular leak (3.5% vs 2.5%) was similar during follow-up. The rate of new permanent pacemaker implantation was higher in bicuspid AS (8.4% vs 5.6%; p=0.03).
CONCLUSIONS: TAVR was observed to be equally safe and effective in bicuspid and tricuspid AS with severe calcification, though bicuspid AS was associated with a higher rate of permanent pacemaker implantation.","['Yinghao Sun', 'Changjin Wang', 'Jie Li', 'Songyuan Luo', 'Shengneng Zheng', 'Bangyuan Yang', 'Jiaohua Chen', 'Ruixin Fan', 'Jianfang Luo']",Heart (British Cardiac Society),2025-05-10,10.1136/heartjnl-2024-324697,https://doi.org/10.1136/heartjnl-2024-324697,,Paid,Outcomes of transcatheter aortic valve replacement in bicuspid versus tricuspid aortic stenosis with severe calcification SUN 2025,Not available,"['transcatheter aortic valve', 'aortic valve replacement', 'versus tricuspid aortic', 'tricuspid aortic stenosis', 'Transcatheter Valve Therapeutics', 'severe calcification', 'transcatheter aortic', 'aortic valve', 'Valve Therapeutics Registry', 'aortic stenosis']",2025-05-12,Pending,"['Aortic stenosis', 'Bicuspid aortic valve', 'Transcatheter Aortic Valve Replacement']"
40348411,"Incidence, predictors and clinical impact of upper gastrointestinal bleeding after transcatheter aortic valve replacement.","BACKGROUND: Upper gastrointestinal (GI) bleeding following transcatheter aortic valve replacement (TAVR) is common in patients with aortic stenosis due to the combination of acquired type 2A von Willebrand disease and aspirin-based antiplatelet therapy. We aimed to investigate the incidence, predictors and clinical outcomes of late upper GI bleeding in patients undergoing TAVR.
METHODS: In a prospective TAVR registry, patients were stratified according to upper GI bleeding within 1 year of discharge.
RESULTS: Among the 3144 eligible patients, 54 (1.7%) experienced upper GI bleeding after discharge. Of these, 40 patients had major or life-threatening bleeding, while 14 had minor bleeding events. The presence of atrial fibrillation or atrial flutter (HRadjusted 2.98; 95% CI 1.65 to 5.38) and previous upper GI bleeding (HRadjusted 3.51; 95% CI 1.51 to 8.19) were independent predictors of upper GI bleeding, while the use of proton pump inhibitors at discharge (HRadjusted 0.49; 95% CI 0.27 to 0.89) and higher haemoglobin levels (1 g/dL increase) (HRadjusted 0.73; 95% CI 0.62 to 0.87) were protective. Patients who experienced major or life-threatening upper GI bleeding had a higher all-cause (73.7% vs 11.4%, HR 5.84; 95% CI 3.41 to 10.02) and cardiovascular mortality (31.6% vs 7.3%, HR 3.87; 95% CI 1.72 to 8.70) compared with those without upper GI bleeding.
CONCLUSIONS: Among patients who underwent TAVR, 1.7% of patients experienced upper GI bleeding within 1 year of discharge. Major or life-threatening upper GI bleeding was associated with an increased risk of all-cause and cardiovascular mortality.
TRIAL REGISTRATION NUMBER: NCT01368250.","['Masaaki Nakase', 'Dominik F Draxler', 'Daijiro Tomii', 'Dik Heg', 'Taishi Okuno', 'Daryoush Samim', 'Jonas Lanz', 'Stefan Stortecky', 'David Reineke', 'Stephan Windecker', 'Thomas Pilgrim']",Heart (British Cardiac Society),2025-05-10,10.1136/heartjnl-2024-325359,https://doi.org/10.1136/heartjnl-2024-325359,,Paid,Incidence predictors and clinical impact of upper gastrointestinal bleeding after transcatheter aortic valve replacement NAKASE 2025,Not available,"['aortic valve replacement', 'transcatheter aortic valve', 'upper', 'upper GI bleeding', 'bleeding', 'valve replacement', 'aortic valve', 'transcatheter aortic', 'upper gastrointestinal bleeding', 'upper gastrointestinal']",2025-05-12,Pending,['Aortic stenosis']
40348046,Comparative Prognostic Value of Risk Factors for Predicting Pacemaker Implantation After Transcatheter Aortic Valve Replacement: A Systematic Review and Network Meta-analysis.,"This study compares the prognostic value of risk factors for Permanent pacemaker implantation (PPI) following transcatheter aortic valve replacement (TAVR). PubMed, Embase, Scopus, and Cochrane Library databases were searched until November 2024 for studies reporting PPI incidence within 30 days post-TAVR. A random-effect model was used to pool risk ratios (RR) and standardized mean differences (SDM) for binary and continuous risk factors. Network meta-analysis estimated pooled risk differences (ΔRR) for binary predictors with male sex as the reference. Significant predictors were ranked based on their surface under the cumulative ranking curve (SUCRA) values. A total of 108 studies comprising 77,538 patients (14,560 requiring PPI) were included. Male sex (RR: 1.13), baseline atrial fibrillation (AF) (RR: 1.12), 2nd degree Mobitz I (RR: 5.16) and Mobitz II (RR: 2.30) atrioventricular blocks (AVB), 3rd degree AVB (RR: 13.46), left anterior (LAHB) (RR: 1.79) and posterior hemiblocks (LPHB) (RR: 2.57), bifascicular block (RR: 2.34), right bundle branch block (RBBB) (RR: 3.20) and intraprocedural AVB (RR: 4.15) were identified as predictors for PPI post-TAVR. The risk of PPI was higher with self-expandable valves (RR: 1.79), subclavian access (RR: 1.75), and 29 mm prostheses (RR: 1.33) compared to balloon-expandable valves, transfemoral access, and 23 mm prostheses. Network meta-analysis ranked 3rd degree AVB (SUCRA <0.01), Mobitz I AVB (SUCRA: 0.14), Mobitz II AVB (SUCRA: 0.33), intraprocedural AVB (SUCRA: 0.42), bifascicular block (SUCRA: 0.48), RBBB (SUCRA: 0.49) and LPHB (SUCRA: 0.54) as major predictors of PPI in descending order of significance. In conclusion, clinicians should closely monitor conduction abnormalities as key predictors of PPI following TAVR. Additionally, other risk factors such as subclavian access, self-expanding implantation, AF, large prosthesis diameter, and male sex should not be overlooked.","['Negin Sadat Hosseini Mohammadi', 'Kiarash Tavakoli', 'Morvarid Taebi', 'Ali Zafari', 'Mobina Riahi', 'Mohammad Mahdi Molaei', 'Mashood Ahmad Farooqi', 'Ramtin Khanipour', 'Houshang Bavandpour Karvane', 'Soraya Shahrzad', 'Marmar Vaseghi', 'Ghanunjaya R Lakkirrddy', 'Jishanth Mattumpuram', 'Stylianos Tzeis', 'Yaser Jenab', 'Kaveh Hosseini']",The American journal of cardiology,2025-05-08,10.1016/j.amjcard.2025.05.009,https://doi.org/10.1016/j.amjcard.2025.05.009,,Paid,Comparative Prognostic Value of Risk Factors for Predicting Pacemaker Implantation After Transcatheter Aortic Valve Replacement A Systematic Review and Network Meta analysis MOHAMMADI 2025,Not available,"['Aortic Valve Replacement', 'Predicting Pacemaker Implantation', 'Transcatheter Aortic Valve', 'Systematic Review', 'Permanent pacemaker implantation', 'Predicting Pacemaker', 'Transcatheter Aortic', 'Valve Replacement', 'SUCRA', 'Aortic Valve']",2025-05-12,Pending,"['Artificial', 'Atrioventricular Block', 'Cardiac Conduction Disorders', 'Pacemaker', 'Risk Factors', 'Transcatheter Aortic Valve Replacement']"
40348045,Impact of Annulus Size on Bioprosthetic Valve Failure after Self-Expanding Transcatheter Heart Valves Replacement.,"There is limited evidence on the prognosis and long-term valve durability after transcatheter aortic valve replacement (TAVR) in patients with small aortic annulus (SAA) and large aortic annulus (LAA). This analysis was sought to evaluate the impact of annular size differences on patients' and valve outcomes. A total of 1,211 patients undergoing TAVR using self-expandable transcatheter heart valve (SE-THV) were retrospectively analyzed. The cut-off for SAA was defined as annulus perimeter of < 72 mm. The primary endpoints were all-cause mortality and bioprosthetic valve failure (BVF) between the SAA and LAA groups. As a sub-analysis, the impact of post-procedural mean pressure gradient (mPG) ≥ 20mmHg and severe prosthesis-patient mismatch (PPM) on these outcomes were also evaluated. Of all patients, 60.1% (n=723) had SAA. At 7 years after TAVR, the SAA group had lower incidence of all-cause mortality (53.7% vs. 63.7%, log-rank p=0.05) and lower event rate of BVF than LAA (1.2% vs. 4.6%, p=0.01 for Gray's test). Multivariate Cox-regression and Fine-Gray competing risk regression analysis demonstrated the presence of SAA was related to better prognosis (Hazard ratio [HR]: 0.81, 95% confidence interval [CI]: 0.67 to 0.98) and lower BVF (adjusted subdistribution HR, 0.41; 95% CI, 0.17 to 0.98). There were no impact of post-procedural mPG ≥ 20 mmHg or severe PPM on the difference of mortality and BVF. Further, these results were consistent in the patients with SAAs. In conclusion, SAA had better long-term patients' prognosis and valve durability after TAVR with SE-THV.","['Hirofumi Hioki', 'Masanori Yamamoto', 'Tetsuro Shimura', 'Shinichi Shirai', 'Kenichi Ishizu', 'Yohei Ohno', 'Fumiaki Yashima', 'Toru Naganuma', 'Yusuke Watanabe', 'Futoshi Yamanaka', 'Gaku Nakazawa', 'Masahiko Noguchi', 'Masaki Izumo', 'Masahiko Asami', 'Hidetaka Nishina', 'Yasushi Fuku', 'Toshiaki Otsuka', 'Kentaro Hayashida']",The American journal of cardiology,2025-05-08,10.1016/j.amjcard.2025.05.008,https://doi.org/10.1016/j.amjcard.2025.05.008,,Paid,Impact of Annulus Size on Bioprosthetic Valve Failure after Self Expanding Transcatheter Heart Valves Replacement HIOKI 2025,Not available,"['Heart Valves Replacement', 'Self-Expanding Transcatheter Heart', 'aortic valve replacement', 'Bioprosthetic Valve Failure', 'Transcatheter Heart Valves', 'Transcatheter Heart', 'transcatheter aortic valve', 'Valve', 'SAA', 'Valves Replacement']",2025-05-12,Pending,"['Bioprosthetic valve failure', 'Self-expandable transcatheter heart valve', 'Small aortic annulus', 'Transcatheter aortic valve replacement']"
