pubmed_id,title,abstract,authors,journal,publication_date,doi,fulltext_link,pmcid,access,updated_title,pdf_file,suggested_tags,webscraped_date,status,keywords
40424007,"An oxidized chondroitin sulfate-crosslinked and CuCDs-loaded decellularized bovine pericardium with improved anti-coagulation, pro-endothelialization and anti-calcification properties for BHVs.","With the growth of the elderly people and the development of transcatheter aortic valve replacement (TAVR) technology, bioprosthetic heart valves (BHVs) originating from the decellularized bovine pericardium (DBP) have become a favourable option for severe valvular heart disease (VHD). However, currently, available commercial bioprosthetic heart valves prepared from glutaraldehyde (GA)-crosslinked xenografts have limited durability because of various factors, including severe cytotoxicity, inflammatory response, poor pro-endothelialization ability and calcification. Therefore, the development of valve materials with better performance is urgent. In this work, we first synthesized Cu-doped carbon dots (CuCDs) with excellent biocompatibility and high stability using sodium citrate, ethylenediamine and copper chloride. Subsequently, oxidized chondroitin sulfate (OCS) was used to crosslink the decellularized bovine pericardium to obtain OCS-BP followed by loading CuCDs onto the surface of this OCS-fixed BP sample through amide bonds formed by an EDC/NHS-catalyzed reaction between the functional groups on CuCDs and OCS-BP to prepare the BHV (CuCDs-OCS-BP) with specific properties. Relevant experiments conducted both in vivo and in vitro indicate that CuCDs-OCS-BP with good stability showed improved mechanical properties, compliance and flexibility, encouraging HUVEC-cytocompatibility, excellent anti-blood cell adhesion, antithrombogenic properties, anti-inflammatory and anti-calcification properties, and a good endothelialisation ability due to the catalytic generation of endogenous nitric oxide. Overall, CuCDs-OCS-BP is a promising material for BHVs.","['Shubin Shi', 'Xu Wei', 'Xu Peng', 'Xinyun Pu', 'Shaoxiong Feng', 'Xi Gao', 'Xixun Yu']",Journal of materials chemistry. B,2025-05-27,10.1039/d5tb00827a,https://doi.org/10.1039/d5tb00827a,,Paid,An oxidized chondroitin sulfate crosslinked and CuCDs loaded decellularized bovine pericardium with improved anti coagulation pro endothelialization and anti calcification properties for BHVs SHI 2025,Not available,"['decellularized bovine pericardium', 'CuCDs-loaded decellularized bovine', 'decellularized bovine', 'bovine pericardium', 'bioprosthetic heart valves', 'sulfate-crosslinked and CuCDs-loaded', 'oxidized chondroitin sulfate-crosslinked', 'CuCDs-loaded decellularized', 'bioprosthetic heart', 'heart valves']",2025-05-27,Pending,[]
40423764,"Comprehensive analysis of acute kidney injury incidence following transcatheter versus surgical aortic valve replacement in aortic stenosis: a systematic review and meta-analysis of 13,777 patients.","This systematic review and meta-analysis evaluate Acute Kidney Injury (AKI) differences between surgical aortic valve replacement (SAVR) and transcatheter aortic valve replacement (TAVR) and how surgical risk stratification and diagnostic criteria influence outcomes. Following the PRISMA guidelines, we included both non-randomized studies and randomized clinical trials that reported AKI criteria and patients' surgical risk in patients with aortic stenosis by searching PubMed, Scopus, and Web of Science until late September. We executed a random-effects model in Review Manager to pool effect estimates of AKI incidence or the need for dialysis as an odds ratio (OR) and I2 heterogeneity, and we utilized R for meta-regression to address any heterogeneity with subgroup analysis for surgical risk, AKI criteria, and study design. We used the Newcastle Ottawa Scale (NOS) and the Cochrane Risk of Bias Tool (RoB-1) for risk of bias assessment and GRADE for certainty assessment. Involving 17 studies and a total of 13,777 patients, we found that the AKI incidence was significantly lower in TAVR compared to SAVR (OR = 0.36; 95% CI: [0.30, 0.44], I2 = 55%, P = 0.003), along with the need for dialysis (OR = 0.35; 95% CI: [0.19, 0.63], I2 = 0%, P = 0.92). The study also found that intermediate and low-risk patients had more favorable outcomes. However, the retrospective study design and VARC-2 criteria were associated with unfavorable outcomes. TAVR effectively reduced the risk of AKI in all surgical risk categories and the need for dialysis compared to SAVR in patients with AS.","['Ahmad Alazzam', 'Yacoub Aldroubi', 'Tariq Alhusban', 'Mosab Said']",Cardiovascular intervention and therapeutics,2025-05-27,10.1007/s12928-025-01144-3,https://doi.org/10.1007/s12928-025-01144-3,PMC8054375,Free,Comprehensive analysis of acute kidney injury incidence following transcatheter versus surgical aortic valve replacement in aortic stenosis a systematic review and meta analysis of 13 777 patients ALAZZAM 2025,pdfs\Comprehensive analysis of acute kidney injury incidence following transcatheter versus surgical aortic valve replacement in aortic stenosis .pdf,"['acute kidney injury', 'TAVI', 'surgical aortic valve', 'aortic valve', 'aortic valve replacement', 'patients', 'Cardiovascular Intervention Society', 'valve', 'British Cardiovascular Intervention', 'transcatheter aortic valve']",2025-05-27,Pending,"['AKI', 'Dialysis', 'Meta-analysis', 'SAVR', 'TAVI', 'TAVR']"
40422955,One-Year Outcome of Patients Undergoing Transcatheter Aortic Valve Replacement with Concomitant SignificantTricuspid Regurgitation.,"Background: The outcome of patients undergoing transcatheter aortic valve replacement (TAVR) can be affected by coexisting tricuspid regurgitation (TR). The aim of the study is to investigate the clinical results of patients undergoing TAVR with or without concomitant significant TR. Methods: Patients undergoing TAVR were divided into two groups according to TR severity: none/mild TR (low-grade) and moderate/severe TR (significant). Data were analysed and compared. Primary endpoint was the mortality 1-year. Secondary endpoints were re-hospitalization and the degree of postoperative and 1-year TR. Results: TAVR procedures were performed in 345 patients between September 2011 and February 2020. Median STS score was 4.3% (IQR: 2.6-7.2), median LVEF was 59.0% (IQR: 45.0-62.0), median aortic area was 0.70cm2 (IQR: 0.60-0.86), median mean gradient was 43.0mmHg (IQR: 36.0-53.0). Before TAVR, 297 patients (86.1%) had low-grade TR and 48 (13.9%) significant TR. Mean age was 82.4 ± 5.7 and 83.8 ± 6.2 years in low-grade and significant TR group, respectively (p = 0.109), with 47.5% (low-grade TR) and 56.3% (significant TR) of female patients (p = 0.279). Patients showed differences in EuroSCORE-II (3.2% (IQR: 1.9-5.7) in low-grade TR vs. 5.6% (IQR: 3.7-8.1) in significant TR; p < 0.001), impaired right ventricular function (3.0% vs. 20.8%; p < 0.001) and pulmonary hypertension (9.1% vs. 39.6%; p < 0.001). Mean valve size was 27.7 ± 2.9 mm. Hospital mortality was 2.0% in low-grade TR and 4.2% in significantTR patients (p = 0.308). Among discharged patients (n = 337), seven patients died within 30 days (2.0% low-grade TR; 2.1% significant TR; logrank test p = 0.154) and 40 were re-hospitalized for heart failure (11.1% low-grade TR; 14.6% significant TR; p = 0.470). After one year, 26 patients died, corresponding to a mortality of 7.9 deaths per 100-person year (95% CI 5.2-12.0) in low-grade TR group and 9.1 deaths per 100-person year (95% CI 3.4-24.3) in significant TR group (logrank test p = 0.815), with HR (low grade vs. significant TR) of 0.87, 95% CI 0.26-2.89. Re-hospitalization for heart failure was 16.5% and 19.6% for low-grade and significant TR, respectively (p = 0.713). Echocardiographic and functional changes over time showed no significant interaction between TR and time. Conclusions: In our experience, patients undergoing TAVR showed similar 30-day and 1-year outcome and re-hospitalization rate, regardless of the degree of concomitant tricuspid regurgitation.","['Enrico Ferrari', 'Alberto Pozzoli', 'Catherine Klersy', 'Elena Caporali', 'Stefanos Demertzis', 'Giovanni Pedrazzini']",Journal of cardiovascular development and disease,2025-05-14,10.3390/jcdd12050184,https://doi.org/10.3390/jcdd12050184,,Paid,One Year Outcome of Patients Undergoing Transcatheter Aortic Valve Replacement with Concomitant SignificantTricuspid Regurgitation FERRARI 2025,Not available,"['Transcatheter Aortic Valve', 'Undergoing Transcatheter Aortic', 'Aortic Valve Replacement', 'patients undergoing TAVR', 'Patients Undergoing Transcatheter', 'Patients Undergoing', 'undergoing TAVR', 'Concomitant SignificantTricuspid Regurgitation', 'Transcatheter Aortic', 'Undergoing Transcatheter']",2025-05-27,Pending,"['aortic valve stenosis', 'transcatheter aortic valve replacement', 'tricuspid valve regurgitation']"
40421762,Transcatheter Aortic Valve Replacement in Pure Native Valve Aortic Regurgitation Using a 35-mm Balloon-Expandable Myval XXL Valve and a 24-French Python BZ Smart Introducer Sheath.,"Pure aortic regurgitation is the third most common valvular heart disease and is associated with significant morbidity and mortality. Surgical aortic valve replacement remains the standard treatment for symptomatic patients. Transcatheter aortic valve replacement (TAVR) is an alternative for those at high surgical risk; however, its use is limited by higher complication rates and the lack of suitable valve options. Previously, balloon-expandable valves were available only in sizes up to 32 mm, restricting their application in patients with larger aortic annuli. We report the first use of the 35 mm balloon-expandable Myval XXL valve with a long 24 French Python introducer sheath for TAVR in a patient with non-calcific aortic regurgitation and an annular area of 722 mm². This case highlights a potential advancement in TAVR technology, expanding treatment options for patients with non-calcific aortic regurgitation with large annuli previously considered ineligible for TAVR.","['Jayesh Bhaskaran', 'Ignacio J Amat Santos', 'Ashraf Safiya Manzil', 'Asishkumar Mandalay']",Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,2025-05-27,10.1002/ccd.31632,https://doi.org/10.1002/ccd.31632,,Paid,Transcatheter Aortic Valve Replacement in Pure Native Valve Aortic Regurgitation Using a 35 mm Balloon Expandable Myval XXL Valve and a 24 French Python BZ Smart Introducer Sheath BHASKARAN 2025,Not available,"['Pure Native Valve', 'Native Valve Aortic', 'Smart Introducer Sheath', 'Myval XXL Valve', 'Pure Native', 'Aortic Valve Replacement', 'Balloon-Expandable Myval XXL', 'Smart Introducer', 'Native Valve', 'Transcatheter Aortic Valve']",2025-05-27,Pending,[]
40421696,Effectiveness and Safety of Myval Versus Other Transcatheter Valves in Patients Undergoing TAVI: A Meta-Analysis.,"Transcatheter aortic valve implantation (TAVI) has changed the treatment of aortic stenosis. The Myval transcatheter heart valve (THV), a novel balloon-expandable THV, has shown promising outcomes. Our aim is to compare the comparative safety and effectiveness of Myval THV against established THVs, such as Sapien and Evolut. A systematic review and meta-analysis was conducted, comparing the Myval THV with other contemporary THVs. Primary endpoints were periprocedural, 30-day and 1-year all-cause mortality. Seven studies involving 3106 patients (1027 Myval; 2079 other THVs) were included. No significant differences were observed in the primary endpoints. Myval demonstrated higher procedural success (RR: 1.04, 95% CI: 1.01-1.07, I² = 29%) and lower rates of permanent pacemaker implantation (PPI) during the index hospitalization (RR: 0.57, 95% CI: 0.36-0.92, I² = 23%) and 30-days (RR: 0.60, 95% CI: 0.40-0.89, I² = 43%), compared to other THV. At 30-day, Myval was associated with lower rates of moderate or severe transvalvular aortic regurgitation (RR: 0.33, 95% CI: 0.11-0.98, I² = 57%) and minor vascular complications (RR: 0.45, 95% CI: 0.23-0.90, I² = 0%). When compared to self-expandable THV, Myval was associated with higher procedural and device success, higher early safety, lower risk for PPI, minor vascular complications and at least moderate transvalvular AR. When compared to Sapien, procedural success and risk for in-hospital PPI was borderline higher and lower in favor of Myval, respectively. The Myval THV demonstrates comparable safety and effectiveness to contemporary THVs, with advantages in procedural success, PPI, and vascular complications.","['Anastasios Apostolos', 'Nikolaos Ktenopoulos', 'Maria Drakopoulou', 'Alfonso Ielasi', 'Vasileios Panoulas', 'Andreas Baumbach', 'Konstantinos Tsioufis', 'Patrick Serruys', 'Konstantinos Toutouzas']",Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,2025-05-27,10.1002/ccd.31611,https://doi.org/10.1002/ccd.31611,,Paid,Effectiveness and Safety of Myval Versus Other Transcatheter Valves in Patients Undergoing TAVI A Meta Analysis APOSTOLOS 2025,Not available,"['Patients Undergoing TAVI', 'Undergoing TAVI', 'Myval Versus', 'Myval', 'Myval THV', 'Patients Undergoing', 'THV', 'Myval transcatheter heart', 'TAVI', 'Transcatheter aortic valve']",2025-05-27,Pending,"['TAVR', 'aortic valve', 'balloon‐expandable', 'self‐expandable', 'transcatheter aortic valve replacement']"
40421254,Single-Center Evaluation of the Myval Balloon-Expandable Transcatheter Heart Valve: A Follow-Up Study: A Retrospective Cohort Study.,"BACKGROUND AND AIMS: Our objective is to report our single-center experience with the novel balloon-expandable Myval Transcatheter Heart Valve (THV) system in Transcatheter Aortic Valve Replacement (TAVR) procedures.
METHODS: We conducted a retrospective study on a cohort of consecutive patients who underwent TAVR utilizing Myval THV from September 2021 to August 2023 at a tertiary care cardiac center. We collected baseline characteristics, pre- and post-procedural echocardiographic findings, procedural details, in-hospital outcomes, VARC-3 technical success, and complications. Additionally, patients were followed up for 3 months concerning their clinical outcomes.
RESULTS: The study population comprised 92 TAVR patients with a mean age of 76.8 ± 7.3 years, 66.3% were male, and the mean STS score was 5.9 ± 3.2%. The most common valve sizes used were 24.5 mm (30.4%), 23 mm (26.1%), and 27.5 mm (17.4%). Pre-dilation was performed in 32 cases (34.8%), achieving a 93.5% technical success rate. In-hospital mortality occurred in three patients (3.3%), which included one annulus rupture. Permanent pacemaker implantation was required in six patients (6.5%). Three patients (3.3%) exhibited 3+ paravalvular leakage demonstrated by angiography. The New York Heart Association (NYHA) functional class showed significant improvement from baseline to discharge (p < 0.0001). At the 3-month follow-up, five patients encountered mortality (5.4), and three experienced an episode of stroke or transient ischemic attack (3.2%). Two other patients were hospitalized due to cardiovascular events during the 3-month follow-up.
CONCLUSION: The Myval THV shows a favorable safety and efficacy profile in TAVR, with low mortality and complications at 3 months.","['Mohammadreza Baay', 'Ata Firouzi', 'MohammadHossein MozafaryBazargany', 'Amir Azimi', 'Armin Elahifar', 'Mohammad Javad Alemzadeh-Ansari', 'Zahra Hosseini', 'Seifollah Abdi', 'Amineh Safairad', 'Peyman Bashghareh', 'Ehsan Khalilipur']",Health science reports,2025-05-27,10.1002/hsr2.70808,https://doi.org/10.1002/hsr2.70808,PMC12104823,Free,Single Center Evaluation of the Myval Balloon Expandable Transcatheter Heart Valve A Follow Up Study A Retrospective Cohort Study BAAY 2025,pdfs\Single Center Evaluation of the Myval Balloon Expandable Transcatheter Heart Valve A Follow Up Study A Retrospective Cohort Study BAAY 2025..pdf,"['Transcatheter Heart Valve', 'Myval THV', 'Myval Transcatheter Heart', 'Transcatheter Aortic Valve', 'Heart Valve', 'Myval', 'patients', 'Transcatheter Heart', 'TAVR', 'Valve']",2025-05-27,Pending,"['Myval', 'aortic stenosis', 'balloon‐expandable', 'transcatheter aortic valve replacement', 'transcatheter heart valve']"
40421252,The Impact of Malnutrition on Perioperative Ischemic Stroke in Transcatheter Aortic Valve Replacement (TAVR): A Retrospective Cohort Study of the National Inpatient Sample.,"BACKGROUND AND AIMS: Ischemic stroke is a serious risk for patients undergoing transcatheter aortic valve replacement (TAVR). The relationship between malnutrition and post-TAVR ischemic stroke remains unclear. This study investigates this association using the National Inpatient Sample (NIS) data.
METHODS: A retrospective observational study was conducted using NIS data from 2012 to 2021. We included patients who underwent TAVR and were diagnosed with malnutrition based on ICD-9 and ICD-10 codes. Patients under 18 years, with a history of preoperative stroke, with both ischemic and hemorrhagic strokes, or with incomplete data were excluded. Logistic regression was performed to evaluate the association between malnutrition and ischemic stroke, adjusting for potential confounders. Sensitivity analyses included stratified analysis and propensity score matching.
RESULTS: Among 364,580 TAVR patients, 10,415 (2.86%) were diagnosed with malnutrition. Malnourished patients were older (78.04 vs. 77.40), predominantly white (85.69%), and had a higher incidence of ischemic stroke (11.47% vs. 7.25%, p < 0.001). After adjusting for common ischemic stroke risk factors, malnutrition was significantly associated with an increased risk of ischemic stroke (aOR: 1.51; 95% CI: 1.31-1.74). This association remained significant in the propensity-matched cohort. Subgroup analyses consistently showed associations between malnutrition and stroke risk across various demographic and clinical factors. Time trend analysis showed no significant difference in the annual incidence of perioperative ischemic stroke between malnourished patients with or without cerebral embolic protection devices (p = 0.439).
CONCLUSION: Malnutrition is associated with a higher risk of ischemic stroke following TAVR, highlighting the need for targeted interventions.","['Haowei Li', 'Guangzhi Cong', 'Xueping Ma', 'Bo Shi', 'Congyan Ye', 'Rui Yan', 'Shizhe Fu', 'Kairu Wang', 'Shaobin Jia', 'Jingjing Wang']",Health science reports,2025-05-27,10.1002/hsr2.70860,https://doi.org/10.1002/hsr2.70860,PMC12104818,Free,The Impact of Malnutrition on Perioperative Ischemic Stroke in Transcatheter Aortic Valve Replacement TAVR A Retrospective Cohort Study of the National Inpatient Sample LI 2025,pdfs\The Impact of Malnutrition on Perioperative Ischemic Stroke in Transcatheter Aortic Valve Replacement TAVR A Retrospective Cohort Study of t.pdf,"['Ischemic Stroke', 'Ningxia Medical University', 'TAVR', 'TAVR ischemic stroke', 'National Inpatient Sample', 'Aortic Valve Replacement', 'Ischemic', 'Stroke', 'Ningxia Medical', 'Transcatheter Aortic Valve']",2025-05-27,Pending,"['cerebral embolic protection', 'ischemic stroke', 'malnutrition', 'transcatheter aortic valve replacement']"
40420013,Two birds with one stone: pre-TAVI coronary CT angiography combined with FFR helps screen for coronary stenosis.,"OBJECTIVES: Since coronary artery disease (CAD) is a common comorbidity in patients with aortic valve stenosis, invasive coronary angiography (ICA) can be avoided if significant CAD can be screened with the non-invasive coronary CT angiography (cCTA). This study aims to evaluate the ability of machine learning-based CT coronary fractional flow reserve (CT-FFR) derived from cCTA to aid in the diagnosis of comorbid CAD in patients undergoing transcatheter aortic valve implantation (TAVI).
METHODS: A total of 100 patients who underwent both cCTA and ICA assessments prior to TAVI procedure between January 2021 and July 2023 were included. Coronary stenosis was assessed using both cCTA data and machine learning-generated CT-FFR image information for patients/major coronary vessels. Coronary lesions with CT-FFR ≤ 0.80 were defined as hemodynamically significant, with ICA serving as the diagnostic gold standard.
RESULTS: A total of 400 major coronary vessels were identified in 100 eligible patients who underwent TAVI. CT-FFR was 86.4% sensitive and 66.1% specific to diagnose CAD, with a positive predictive value (PPV) of 66.7% and a negative predictive value (NPV) of 86.0%. The diagnostic accuracy (Acc) was 75.0%, with a false positive rate (FPR) of 33.9%. At the vessel level, CT-FFR showed a sensitivity of 77.6% and a specificity of 76.9%. The PPV was 44.0% and the NPV was 93.6%. The Acc was 77.0% and the FPR was 23.1%. For all patient/vessel units, CT-FFR outperformed cCTA.
CONCLUSION: Machine learning-based CT-FFR can effectively detect coronary hemodynamic abnormalities. Combined with preoperative cCTA in TAVI patients, it is an effective tool to rule out significant CAD, reducing unnecessary coronary angiography in this high-risk population.
CLINICAL TRIAL NUMBER: Not applicable.","['Ruihui Wang', 'Dihao Pan', 'Xinlei Sun', 'Genren Yang', 'Jianjun Yao', 'Xiaoyong Shen', 'Wenbo Xiao']",BMC medical imaging,2025-05-26,10.1186/s12880-025-01704-2,https://doi.org/10.1186/s12880-025-01704-2,PMC10020291,Free,Two birds with one stone pre TAVI coronary CT angiography combined with FFR helps screen for coronary stenosis WANG 2025,pdfs\Two birds with one stone pre TAVI coronary CT angiography combined with FFR helps screen for coronary stenosis WANG 2025.pdf,"['aortic valve', 'transcatheter aortic valve', 'aortic valve implantation', 'aortic', 'patients', 'FFR helps screen', 'TAVI', 'valve', 'coronary', 'Maria Eleonora Hospital']",2025-05-27,Pending,"['Computed tomography fractional flow reserve', 'Coronary artery stenosis', 'Coronary computed tomography angiography', 'Diagnostic accuracy', 'Transcatheter aortic valve implantation']"
40418351,Health Related Quality of Life (HRQoL) after transcatheter aortic valve implantation in aortic stenosis patients: exploring a novel threshold for clinically significant improvement after 12 months.,"AIM: The study aimed to determine the proportion of patients with significant improvements in Health-Related Quality of Life (HRQoL) 12 months after Transcatheter Aortic Valve Implantation (TAVI), using a threshold for physical function (PF) and physical role (RP) domains of the SF-36 questionnaire. Additionally, we explored shared baseline characteristics of patients reporting these improvements.
METHODOLOGY: In this prospective observational study, 88 patients with symptomatic, severe aortic stenosis (AS) and preserved ejection fraction were enrolled between April 2017 and February 2020. Exclusion criteria were clinical instability, pacemaker, chronic AF, comorbidities with life expectancy < 1 year. HRQoL was evaluated before and 12 months after transfemoral TAVI using the Norwegian version 2.0 of SF-36, and presented as mean (95% confidence interval). Other outcome measures were 6-minute walking test and NYHA- classification. Independent samples t-test or Mann-Whitney U test was used for between-group comparisons as appropriate. Logistic regression or Chi2-test were used to explore associations between changes in PF and RP and clinical parameters. Statistical significance was set at p ≤ 0.05, and clinically significant changes in HRQoL were defined as increase of ≥ 15 points in the PF and RP categories.
RESULTS: Mean age of the cohort was 80 ± 6 years. 44 (50%) patients reported clinically significant improvement in PF, and 46 (52%) in the RP domain. Baseline scores were significantly lower in patients reporting clinical improvement after TAVI, with PF scores pre intervention 43.07 (37.37-48.78) vs. 65.34 (59.01-71.68), p < 0.001, and RP 36.01 (29.56-42.46) vs. 59.92 (50.91-68.92), p < 0.001. No significant associations were found between improvement in domain scores and parameters from the routine baseline examination, but having ≥ 15-point improvement correlated to baseline PF and RP scores.
CONCLUSION: Our study highlights the importance of defining a uniform threshold for clinically significant improvement in the SF-36 HRQoL questionnaire for patients undergoing TAVI. Half of the patients reported favorable long-term outcome for PF and RP aspects of SF-36. This emphasizes the importance of HRQoL assessment in the preoperative work up for patients undergoing TAVI.
TRIAL REGISTRATION: https://www.
CLINICALTRIALS: gov/ 05.04.2017 with ID NCT03107923.
Severe aortic stenosis is in the elderly treated with transcatheter aortic valve implantation, aiming to improve survival and relieve symptoms. Health- related quality of life is an important outcome to measure after the procedure. However, there are no defined values for what constitutes a significant improvement in this patient group when measuring quality of life using the widely used health-related quality of life questionnaire SF-36.Our study aimed to investigate how many patients had clinically important improvement in physical aspects of quality of life one year after valve implantation. Eighty-eight patients with an average age of 80 years were included. We proposed a new threshold of 15 points for improvement in the physical function and physical role domains of the questionnaire. We found that half of the patients improved in quality of life, and those who improved had lower scores before surgery.The study emphasizes the need for a clear standard for improvement in quality of life in these patients, highlighting the value of assessment of quality of life before and after TAVI.","['Marte Sævik', 'Marit Helen Andersen', 'Jan Otto Beitnes', 'Lars Aaberge', 'Per Steinar Halvorsen']",Journal of patient-reported outcomes,2025-05-26,10.1186/s41687-025-00894-1,https://doi.org/10.1186/s41687-025-00894-1,PMC10598915,Free,Health Related Quality of Life HRQoL after transcatheter aortic valve implantation in aortic stenosis patients exploring a novel threshold for clinically significant improvement after 12 months SÆVIK 2025,pdfs\Health Related Quality of Life HRQoL after transcatheter aortic valve implantation in aortic stenosis patients exploring a novel threshold f.pdf,"['aortic valve implantation', 'transcatheter aortic valve', 'Quality of Life', 'aortic valve', 'surgical aortic valve', 'aortic valve replacement', 'TAVI', 'aortic', 'valve implantation', 'Quality']",2025-05-27,Pending,"['Aortic stenosis (AS)', 'Health related quality of life (HRQoL)', 'Minimal clinically important difference (MCID)', 'SF-36', 'Transcatheter aortic valve implantation (TAVI)']"
40417940,An evaluation of the SavvyWire as a support wire for TAVR procedures.,"Transcatheter aortic valve replacement (TAVR) represents a minimally invasive alternative for the treatment of severe symptomatic aortic stenosis and is increasingly adopted in younger and lower-risk patients. A support guidewire placed in the left ventricle is required in all TAVR procedures, and rapid ventricular pacing is frequently used to ensure valve implant stability. Also, recent studies showed a correlation between post-TAVR hemodynamic gradients and clinical outcomes, underscoring the importance of accurate invasive measurements. The SavvyWire™ (Opsens Medical) is a novel support guidewire designed for TAVR procedures that integrates left ventricular pacing and invasive pressure measurement capabilities, enabling continuous hemodynamic monitoring and simplifying the procedure. This review outlines the SavvyWire's™ design features and summarizes clinical evidence supporting its use in TAVR procedures.
What is this article about?This Device Evaluation article focuses on the new transcatheter aortic valve replacement (TAVR) support guidewire, the SavvyWire™ (Opsens Medical), an innovative solution that, besides providing proper support for the TAVR procedure, features integrated dedicated ventricular pacing capabilities and a built-in pressure sensor in its distal tip. These functionalities allow its use for rapid pacing for valve implantation and intraprocedural invasive transvalvular assessment, thereby streamlining TAVR procedures and clinical decision-making processes.What were the results?The safety and efficacy of the SavvyWire™ have been demonstrated inthree prospective observational TAVR studies, with effective left ventricular rapid pacing and accurate pressure recordings in the vast majority of cases. Additionally, the support provided by the SavvyWire was comparable to or superior than that of other TAVR workhorse support wires.What do the results of the study mean?This novel TAVR support guidewire can provide safe and effective rapid pacing for valve implantation and accurate direct transvalvular hemodynamic measurements. These additional features make this guidewire an appealing option during TAVR since it can simplify the procedure and help to optimize procedural results.","['Julio I Farjat-Pasos', 'Marisa Avvedimento', 'Josep Rodes-Cabau']",Future cardiology,2025-05-26,10.1080/14796678.2025.2509458,https://doi.org/10.1080/14796678.2025.2509458,,Paid,An evaluation of the SavvyWire as a support wire for TAVR procedures FARJAT-PASOS 2025,Not available,"['TAVR procedures', 'TAVR', 'TAVR support guidewire', 'Opsens Medical', 'support', 'support guidewire', 'pacing', 'SavvyWire', 'procedures', 'ventricular pacing']",2025-05-27,Pending,"['Transcatheter aortic valve replacement', 'innovation', 'invasive hemodynamics', 'left ventricle pacing', 'support guidewire']"
